Index	Label	Frequency
12486	time-honored	1
12487	socializing	1
12488	oats	2
12489	souvenir	3
12490	blessing	1
12491	regrettable	4
12492	coffeeshop	1
12493	sandbox	1
12494	bolt	3
12495	nurse'	2
12496	initial	4
12497	westerner	1
12498	resemble	3
12499	fashions	3
12500	crease	2
12501	boycott	1
12502	scars	3
12503	normans	1
12504	1066	1
12505	pta	1
12506	unclaimed	1
12507	machinist	1
12508	striped	1
12509	headline	1
12510	swindled	1
12511	warlord	1
12512	abstentia	1
12513	chiefs	1
12514	sauerkraut	2
12515	straightened	2
12516	fragments	2
12517	d'	1
12518	childrearing	1
12519	bathrobe	1
12520	breeze	3
12521	weed	1
12522	catalogue	3
12523	1920s	1
12524	indiscretions	1
12525	fiber	1
12526	casserole	1
12527	bumpy	1
12528	formality	3
12529	wildfire	2
12530	germans	2
12531	austerity	1
12532	nevada	1
12533	punctured	2
12534	jammed	3
12535	reporting	3
12536	ashore	1
12537	nefarious	1
12538	discipline	2
12539	component	2
12540	disapprove	1
12541	firefighter	3
12542	twitch	1
12543	1983	1
12544	hip	2
12545	person'	7
12546	immortal	4
12547	stalls	1
12548	violist	1
12549	commuter	1
12550	candor	2
12551	overreact	2
12552	sickening	2
12553	out-of-body	1
12554	skirt'	3
12555	pushover	1
12556	self-employed	1
12557	mechanism	3
12558	braided	1
12559	hawaiian	1
12560	spoonfuls	1
12561	electronic	4
12562	components	2
12563	isopropyl	2
12564	phoenix	1
12565	arizona	2
12566	unbreakable	1
12567	macbeth	1
12568	quilts	2
12569	ooze	1
12570	lectures	3
12571	shopkeeper	2
12572	thorns	5
12573	winners	2
12574	greener	2
12575	tuesdays	1
12576	galloping	1
12577	carpets	2
12578	surgical	1
12579	jets	1
12580	wildly	1
12581	extract	2
12582	detected	1
12583	abnormality	1
12584	momentarily	3
12585	reverse	3
12586	allows	3
12587	pending	1
12588	interrogation	1
12589	welders	1
12590	leaked	1
12591	clues	2
12592	raccoon	3
12593	bathrooms	1
12594	looker	1
12595	fraught	1
12596	complications	1
12597	satisfying	1
12598	ping-pong	1
12599	tow	1
12600	authenticity	1
12601	seller	1
12602	adherence	1
12603	chaos	1
12604	columbus'	1
12605	notorious	1
12606	neighbourhood	1
12607	netherlands	2
12608	outdone	1
12609	barbed	1
12610	seizure	2
12611	snowfall	2
12612	repulses	1
12613	keyhole	2
12614	normans'	1
12615	conquest	1
12616	unhurt	2
12617	surrounds	2
12618	masks	3
12619	yards	3
12620	warrior	3
12621	piecing	1
12622	aging	1
12623	stirred	1
12624	dim	2
12625	left-hand	2
12626	ploughed	1
12627	stages	1
12628	lifetimes	1
12629	deteriorated	1
12630	hysterically	1
12631	gastric	1
12632	blooms	1
12633	loner	1
12634	flinch	1
12635	paraphrasing	1
12636	mid-june	1
12637	mid-july	1
12638	fatalities	1
12639	cellophane	1
12640	crinkle	1
12641	accomplishes	1
12642	distribution	2
12643	equitable	1
12644	aristocrat	2
12645	meanwhile	2
12646	tickle	1
12647	wool	4
12648	disconnect	4
12649	modem	2
12650	reconnect	2
12651	possesses	1
12652	balmy	1
12653	miniature	1
12654	dinosaur	1
12655	speakerphone	2
12656	elect	3
12657	venus	1
12658	unnoticed	2
12659	licked	4
12660	catfight	2
12661	vibe	1
12662	star-shaped	1
12663	charger	3
12664	destruction	3
12665	mankind	5
12666	wiper	1
12667	hiccups	2
12668	bungee	1
12669	abated	2
12670	armstrong	1
12671	4th	1
12672	adversity	2
12673	worldwide	2
12674	assassin	1
12675	smothered	1
12676	ban	4
12677	watchful	5
12678	woodcutter'	1
12679	siren	2
12680	chalk	3
12681	montparnasse	1
12682	beggars	1
12683	choosers	1
12684	idolized	1
12685	furry	1
12686	timidly	1
12687	closes	5
12688	pelé	1
12689	saves	4
12690	oceanographer	1
12691	teas	2
12692	coffees	2
12693	metaphorically	2
12694	harvesting	2
12695	tonsils	1
12696	plausible	2
12697	avail	3
12698	wives	3
12699	husbands	2
12700	barriers	1
12701	sway	1
12702	terminology	1
12703	secrecy	1
12704	trainee	1
12705	resentful	1
12706	erased	4
12707	honking	2
12708	irene	1
12709	posing	2
12710	surveillance	2
12711	tornado	3
12712	trail	1
12713	overwork	2
12714	beavers	1
12715	67	1
12716	acrylic	1
12717	directors	1
12718	groans	1
12719	schooling	1
12720	real-estate	1
12721	developer	1
12722	losers	2
12723	drums	4
12724	lists	1
12725	bellboy	1
12726	rapid	4
12727	hairdresser	2
12728	twister	1
12729	icing	1
12730	meeting'	2
12731	sturdy	1
12732	preclude	1
12733	mortified	1
12734	blacked	1
12735	comprehensive	2
12736	jello	1
12737	florence	1
12738	loaves	1
12739	altitude	3
12740	streetcar	2
12741	likeable	1
12742	affordable	3
12743	yo-yo	1
12744	forensic	1
12745	technician	1
12746	baptism	1
12747	donor	2
12748	muttered	3
12749	adaptable	2
12750	cardiovascular	1
12751	thailand'	1
12752	workaholics	1
12753	hypnotism	1
12754	asians	3
12755	lactose	2
12756	pronounced	4
12757	bursting	1
12758	niece'	2
12759	significantly	4
12760	infuriated	3
12761	pigged	2
12762	sukiyaki	1
12763	meek	1
12764	folder	3
12765	slumber	1
12766	greenland	1
12767	self-educated	1
12768	straightening	1
12769	distinguishing	1
12770	features	1
12771	ribs	2
12772	variables	2
12773	negligee	1
12774	sociological	1
12775	abortion	1
12776	flat-out	1
12777	rated	3
12778	pg-13	2
12779	prudent	6
12780	cheaply	3
12781	uncovered	1
12782	six-story	1
12783	pocketed	1
12784	642	1
12785	meth	1
12786	environmentally	1
12787	vulnerable	4
12788	forbidding	1
12789	endurance	1
12790	court-martialed	1
12791	dereliction	1
12792	sucked	2
12793	necktie	2
12794	decay	1
12795	stammer	1
12796	errand	4
12797	democrat	1
12798	busts	1
12799	mimic	1
12800	doorway	1
12801	common-law	1
12802	marriages	3
12803	sulfur	2
12804	initials	1
12805	seventeenth	2
12806	basics	2
12807	exploding	1
12808	prevails	1
12809	extremism	1
12810	parody	1
12811	argues	1
12812	revenue	2
12813	-	1
12814	abusing	3
12815	earnest	1
12816	yakitori	1
12817	tenant	2
12818	first-aid	2
12819	ebola	2
12820	virulent	1
12821	viruses	2
12822	takeoff	2
12823	cv	1
12824	feat	2
12825	mattered	1
12826	personalities	1
12827	structural	1
12828	integrity	2
12829	slowdown	1
12830	preach	1
12831	starbucks	1
12832	merchandise	1
12833	imitates	2
12834	divorces	1
12835	englishmen	2
12836	pony	3
12837	rumor'	1
12838	faulty	1
12839	quits	3
12840	psychiatrist	1
12841	sewage	1
12842	knight	2
12843	reprimanding	1
12844	memorable	1
12845	nursing	1
12846	attraction	3
12847	realtor	1
12848	oust	1
12849	communist	2
12850	fidel	1
12851	city'	1
12852	japanese-chinese	2
12853	non-scientists	1
12854	rosa	1
12855	embrace	1
12856	unembraceable	1
12857	align	1
12858	soldering	2
12859	corkscrew	3
12860	bagel	1
12861	ntt	1
12862	lap	4
12863	bearings	1
12864	notre	1
12865	dame	1
12866	finals	1
12867	parading	1
12868	annihilated	1
12869	washbasin	2
12870	granite	2
12871	governs	1
12872	smoothies	2
12873	saturn	2
12874	dramatically	1
12875	lear	2
12876	striking	2
12877	senators	1
12878	purple	3
12879	unlawful	1
12880	rudely	1
12881	downloading	1
12882	synonyms	1
12883	posthumously	1
12884	abundant	4
12885	minerals	1
12886	ex-wives	2
12887	greets	2
12888	grape	1
12889	bravely	2
12890	to-do	3
12891	properties	1
12892	interviewed	2
12893	manslaughter	2
12894	zones	3
12895	wilson'	1
12896	execute	2
12897	racetrack	1
12898	sympathize	3
12899	perspire	1
12900	hurriedly	1
12901	unwelcome	1
12902	bases	1
12903	york'	1
12904	plowed	2
12905	whip	3
12906	servants'	1
12907	middle-age	1
12908	approves	1
12909	fussing	1
12910	cuddling	1
12911	grilled	1
12912	compelling	1
12913	pineapples	1
12914	jailed	2
12915	trumped-up	2
12916	watchmen	1
12917	120	2
12918	kph	1
12919	prolonged	1
12920	emotionally	2
12921	pin	5
12922	carbon-to-nitrogen	1
12923	ratio	1
12924	compost	1
12925	wealthiest	1
12926	mocking	2
12927	hone	1
12928	stradivarius	1
12929	almonds	1
12930	deadbeat	2
12931	inspiring	2
12932	busiest	2
12933	shoelace	1
12934	expunged	1
12935	astonishingly	1
12936	kimchi	1
12937	year-round	1
12938	introvert	2
12939	ferment	1
12940	carnation	1
12941	lapel	1
12942	marbles	2
12943	stormed	1
12944	typhoid	1
12945	vomiting	1
12946	overpowering	1
12947	paranormal	1
12948	phenomena	1
12949	spree	1
12950	shepherds	1
12951	sniffing	1
12952	distortion	1
12953	thames	2
12954	airline	1
12955	noonday	1
12956	dazzling	1
12957	brightness	1
12958	doctorate	1
12959	researcher	1
12960	ferrari	1
12961	derived	3
12962	cardiologist	2
12963	sporting	1
12964	singer-songwriter	1
12965	repairman	1
12966	streaming	2
12967	birch	1
12968	bin	1
12969	chaperone	1
12970	luxuries	1
12971	provisions	2
12972	skips	1
12973	savvy	1
12974	firefox	2
12975	law-abiding	1
12976	souls	2
12977	buries	1
12978	riot	1
12979	revolutions	2
12980	handicap	1
12981	collapsing	1
12982	pickled	1
12983	disciples	1
12984	paul	1
12985	isn	1
12986	homer	1
12987	twig	1
12988	beak	2
12989	pounded	1
12990	advocating	2
12991	1943	1
12992	conquer	1
12993	jesuit	1
12994	puberty	3
12995	swine	2
12996	radiates	1
12997	roasting	1
12998	fool-proof	2
12999	filmed	1
13000	reflecting	3
13001	scuttled	1
13002	booklet	1
13003	wetted	1
13004	two-year	1
13005	boxers	2
13006	sony	1
13007	sandy	1
13008	ex	1
13009	adjourned	1
13010	hygienic	1
13011	ached	3
13012	fatigue	1
13013	creditors	1
13014	debtors	1
13015	waffle	1
13016	debut	1
13017	confiscate	1
13018	obese	5
13019	five-minute	2
13020	lengthy	1
13021	narrative	1
13022	plumbers	1
13023	impose	2
13024	channels	2
13025	grocery	3
13026	1st	2
13027	immigrated	1
13028	blindfold	2
13029	roasted	2
13030	raging	1
13031	downpour	2
13032	prevalent	1
13033	check-up	1
13034	legion	1
13035	hachiko	1
13036	shibuya	1
13037	carpool	2
13038	granddaughters	1
13039	cuddly	1
13040	associated	3
13041	banknotes	1
13042	favourite	1
13043	valuables	4
13044	turner	1
13045	groomed	1
13046	ten-speed	1
13047	marches	2
13048	marimbas	1
13049	rosewood	1
13050	unapproachable	1
13051	buddhism	1
13052	revived	1
13053	antagonize	1
13054	meditating	6
13055	partnership	1
13056	invasion	2
13057	activists	1
13058	straightforward	3
13059	thereby	1
13060	brimming	1
13061	butts	1
13062	basking	2
13063	somersault	1
13064	numbered	2
13065	commended	1
13066	correspondence	1
13067	believer	1
13068	cramped	2
13069	snob	2
13070	hires	1
13071	1906	1
13072	precautions	3
13073	aircraft'	1
13074	engines	2
13075	forewarned	2
13076	forearmed	1
13077	mistletoe	1
13078	utilizes	1
13079	southernmost	1
13080	shortened	1
13081	earache	2
13082	plundered	1
13083	titanic'	1
13084	enable	1
13085	picasso'	1
13086	dolled	1
13087	chatting	2
13088	jabber	1
13089	significance	2
13090	sync	2
13091	superficial	3
13092	venue	1
13093	killer'	1
13094	stepmother	1
13095	inexperience	1
13096	calculations	1
13097	clay	1
13098	abetting	1
13099	civilian	1
13100	closets	1
13101	explicit	1
13102	eyewitnesses	1
13103	exploited	1
13104	purr	1
13105	pedals	1
13106	faintly	1
13107	offers	1
13108	profound	1
13109	insights	1
13110	compensated	1
13111	teaspoons	2
13112	shuddered	2
13113	utter	2
13114	crunch	2
13115	detroit	2
13116	embraced	1
13117	relieving	1
13118	boundaries	1
13119	unshaven	2
13120	slab	1
13121	surfers	1
13122	hebrew	1
13123	pronounces	1
13124	murais	1
13125	bully	3
13126	benefactor	2
13127	hallucinating	2
13128	spoiling	5
13129	refrigerated	1
13130	interjection	1
13131	dictator	6
13132	coordinator	1
13133	orchard	3
13134	chasing	1
13135	well-paid	1
13136	flawless	1
13137	renaissance	2
13138	hawk	1
13139	ceo'	1
13140	corporations	3
13141	counterparts	1
13142	warp	1
13143	combine	2
13144	off-site	1
13145	ultimatums	1
13146	diplomacy	2
13147	juts	1
13148	thank-you	1
13149	rundown	1
13150	tenement	1
13151	5th	2
13152	mother-in-law	4
13153	patriotism	1
13154	southern	2
13155	47	1
13156	creep	1
13157	burger	2
13158	poise	1
13159	hoodlums	1
13160	extends	1
13161	apprised	1
13162	redeeming	1
13163	traits	1
13164	knocks	1
13165	implication	1
13166	shiny	1
13167	worsen	1
13168	dearly	1
13169	passport-sized	1
13170	constellations	1
13171	moderate	2
13172	amicably	1
13173	starboard	1
13174	architectural	1
13175	monstrosities	1
13176	traveler	1
13177	flashing	2
13178	bourbon	1
13179	mellow	1
13180	battery'	2
13181	barbecuing	1
13182	midlife	1
13183	declawing	1
13184	secret'	2
13185	doorstep	1
13186	behaviour	1
13187	op	1
13188	brooch	1
13189	kennedy	2
13190	uncover	1
13191	bikes	1
13192	recommendation	3
13193	helen	3
13194	keller	3
13195	schizophrenia	1
13196	embarrassment	2
13197	indifference	2
13198	drabness	1
13199	fringe	1
13200	unconcerned	1
13201	photocopying	1
13202	dragonfly	2
13203	spotless	1
13204	gentle	4
13205	mischievous	3
13206	dock	2
13207	declaw	2
13208	bikinis	1
13209	hummers	1
13210	guzzlers	1
13211	expires	4
13212	shack	1
13213	half-eaten	1
13214	elaborate	5
13215	rotating	1
13216	genetically	3
13217	modified	2
13218	halted	1
13219	quickened	1
13220	26	4
13221	inspected	1
13222	extraction	1
13223	tab	2
13224	573	1
13225	bodily	3
13226	valued	1
13227	scoot	2
13228	science-fiction	1
13229	expanding	3
13230	scammed	2
13231	assertiveness	1
13232	unwind	1
13233	caviar	2
13234	surpasses	1
13235	wrinkle	1
13236	fishbone	1
13237	unlisted	2
13238	incorrectly	2
13239	nudists	1
13240	euphemisms	1
13241	checklist	1
13242	inferiority	1
13243	pressures	1
13244	encore	1
13245	tacos	1
13246	sharp-shooter	1
13247	premature	2
13248	sixteenth	1
13249	misprint	3
13250	albert	2
13251	einstein'	1
13252	unconventional	1
13253	dragonflies	1
13254	triplicate	1
13255	kimonos	1
13256	accustom	1
13257	activation	1
13258	heartwarming	2
13259	hacked	1
13260	concrete	1
13261	hoarse	4
13262	gentleness	1
13263	prodded	2
13264	withdrew	2
13265	seed	3
13266	paperweight	1
13267	vips	1
13268	revolting	2
13269	updates	2
13270	fitting	2
13271	hooked	4
13272	vacancy	3
13273	commonplace	1
13274	catchy	1
13275	dictating	2
13276	fixture	1
13277	high-society	1
13278	christmassy	1
13279	padded	1
13280	exceeds	1
13281	addresses	1
13282	urban-renewal	3
13283	careering	1
13284	directory	2
13285	scholars	1
13286	basset	1
13287	inmate	2
13288	powder	2
13289	stimulation	1
13290	vetoed	1
13291	gymnast	1
13292	redder	1
13293	calamity	1
13294	shrimp	1
13295	cocktail	1
13296	intently	2
13297	tariff	1
13298	low-stress	1
13299	three-minute	1
13300	recycled	1
13301	qualities	2
13302	campfires	1
13303	slacks	2
13304	functioning	1
13305	jest	2
13306	excel	1
13307	whole-heartedly	2
13308	commonly	1
13309	atrocities	1
13310	cultivated	2
13311	charm	3
13312	rainstorm	2
13313	airmail	2
13314	spinal	1
13315	composed	3
13316	personnel	1
13317	raisins	2
13318	rags	1
13319	tenor	1
13320	pendant	1
13321	engineered	1
13322	cross-pollinate	1
13323	40s	1
13324	programming	2
13325	ill-feeling	1
13326	packages	3
13327	quench	1
13328	relevance	1
13329	proofreading	1
13330	swamped	2
13331	composure	1
13332	rehearsal	1
13333	carbonated	1
13334	waterproof	3
13335	unorthodox	1
13336	collateral	2
13337	thirteen-year-old	2
13338	itinerary	1
13339	dishcloth	1
13340	marvels	1
13341	flunkey	2
13342	talker	3
13343	10-minute	2
13344	crystal	2
13345	alleviates	1
13346	yale	1
13347	findings	1
13348	hogwash	1
13349	tentatively	1
13350	pm	1
13351	darwin'	1
13352	intake	1
13353	signaled	2
13354	lewd	1
13355	nessie	1
13356	peddler	1
13357	bundle	2
13358	describes	1
13359	solomon	1
13360	radio'	1
13361	ronald	1
13362	reagan	2
13363	1911	1
13364	tampico	1
13365	illinois	1
13366	dandruff	1
13367	selfies	2
13368	sneaking	2
13369	life-sized	1
13370	compelled	2
13371	industries	3
13372	hustle	1
13373	bustle	1
13374	japanese-english	1
13375	whistled	2
13376	squish	2
13377	institutions	2
13378	extra-large	1
13379	plutonium-244	1
13380	half-life	1
13381	australians	1
13382	28th	1
13383	1888	1
13384	mrs	2
13385	spokesman	1
13386	amiss	1
13387	pestering	1
13388	arabs	1
13389	inattentive	1
13390	france'	1
13391	abandoning	1
13392	skyrocket	1
13393	symbolises	1
13394	negotiated	5
13395	clipboard	1
13396	shameless	1
13397	kansas	1
13398	smack	3
13399	dab	1
13400	minsk	1
13401	unbearably	1
13402	yields	1
13403	open-air	1
13404	commission'	1
13405	coliseum	1
13406	arena	1
13407	displays	1
13408	frenchman	2
13409	cats'	1
13410	keats	1
13411	culmination	1
13412	veggies	2
13413	heroine'	1
13414	arrogance	2
13415	need-to-know	1
13416	individuals	1
13417	endowed	2
13418	1820	1
13419	1973	1
13420	46	1
13421	hotcakes	2
13422	purist	1
13423	fleeced	1
13424	meager	2
13425	pensions	1
13426	shucks	2
13427	plums	3
13428	giraffe	1
13429	seance	1
13430	distraction	2
13431	sheriff	1
13432	twenty-kilometer	1
13433	employers	1
13434	exploit	1
13435	wraparound	1
13436	fifteenth	1
13437	ugliest	3
13438	restrain	3
13439	1992	1
13440	1982	1
13441	irrational	1
13442	announcing	1
13443	out-gunned	1
13444	element	1
13445	upbeat	2
13446	shinkansen	1
13447	bubble	4
13448	sunburned	5
13449	pep	1
13450	buff	2
13451	stature	1
13452	crank	2
13453	squandered	1
13454	tbsp	1
13455	overreacted	1
13456	swiped	1
13457	idle	1
13458	food'	1
13459	rad	1
13460	45th	1
13461	juvenile	1
13462	delinquency	1
13463	unfit	2
13464	visibly	3
13465	eviction	1
13466	cores	1
13467	hose	3
13468	farsighted	1
13469	shortcuts	1
13470	tumbled	1
13471	undrinkable	1
13472	poisons	2
13473	repugnant	1
13474	reunion	1
13475	network	2
13476	spreads	2
13477	sciences	2
13478	poll	1
13479	departs	1
13480	acrobats	1
13481	agile	1
13482	riser	2
13483	woodworking	1
13484	classify	1
13485	hardwood	1
13486	softwood	1
13487	exotic	1
13488	theaters	1
13489	piracy	1
13490	bookkeeping	1
13491	pledge	2
13492	widest	1
13493	masters	2
13494	batter	1
13495	fertilizers	1
13496	evacuated	2
13497	deposited	2
13498	cholera	1
13499	glaciers	1
13500	strainer	1
13501	jaywalker	1
13502	exposes	1
13503	clashes	1
13504	levee	1
13505	toddler	2
13506	bandit	1
13507	arranging	1
13508	unfastened	1
13509	wobbling	1
13510	omelet	1
13511	sicker	1
13512	disrupt	2
13513	divorcing	1
13514	metres	1
13515	duke	1
13516	smelt	1
13517	confided	1
13518	lonesome	2
13519	instruction	2
13520	caged	2
13521	sphere	1
13522	expanded	1
13523	rejection	1
13524	estonia	1
13525	helsinki	1
13526	interact	1
13527	acres	1
13528	dedicates	1
13529	familiarity	1
13530	breeds	1
13531	uncontrollable	1
13532	momentous	1
13533	evasive	1
13534	picks	2
13535	canned	3
13536	ownership	2
13537	lacking	1
13538	stagnant	1
13539	webpage	1
13540	pop-up	1
13541	reforms	1
13542	pleases	3
13543	ranges	1
13544	arisen	1
13545	collisions	1
13546	whiplash	1
13547	corporate	1
13548	region'	1
13549	youngster	2
13550	compasses	1
13551	neglects	2
13552	litter	2
13553	transfixed	1
13554	territories	2
13555	robber'	1
13556	pawn	1
13557	fetched	2
13558	jose	1
13559	tendonitis	1
13560	nightstand	1
13561	innocuous	1
13562	rewritten	1
13563	simplified	1
13564	qur'	1
13565	lulled	1
13566	looters	1
13567	artifacts	1
13568	unesco	1
13569	attorney'	1
13570	clean-shaven	1
13571	computational	1
13572	linguistics	1
13573	big-headed	2
13574	ten-percent	1
13575	hyperventilating	1
13576	hype	3
13577	strides	1
13578	interface	1
13579	assigning	1
13580	indoor	1
13581	unhealthy	4
13582	overruled	1
13583	possessed	1
13584	hounding	1
13585	reneging	1
13586	ranch	1
13587	marriageable	1
13588	rake	3
13589	surviving	4
13590	longed	2
13591	smiths	1
13592	rapist	1
13593	buzz	2
13594	narrows	1
13595	dumbest	1
13596	backdoor	1
13597	decides	1
13598	recognizable	1
13599	dent	3
13600	homeowner	1
13601	islam	1
13602	7th	1
13603	luxurious	2
13604	resorts	1
13605	stubbornly	1
13606	brewing	1
13607	intimated	1
13608	smallpox	1
13609	mock	2
13610	riviera	1
13611	farmers'	1
13612	foretell	1
13613	customary	1
13614	waitresses	1
13615	independent-minded	1
13616	three-room	1
13617	harbor	3
13618	half-heartedly	2
13619	pirated	1
13620	delight	1
13621	midst	1
13622	retarded	2
13623	brewery	1
13624	tuner	1
13625	joints	2
13626	leaning	2
13627	beep	1
13628	creaked	1
13629	range	2
13630	ingenious	3
13631	lured	2
13632	life-threatening	2
13633	indebted	2
13634	worlds	2
13635	sneered	1
13636	misses	7
13637	well-made	1
13638	trucked	1
13639	prophet	2
13640	cesar	1
13641	chavez	1
13642	yuma	1
13643	arise	1
13644	swiftly	1
13645	whittled	1
13646	chilled	2
13647	passports	1
13648	defaulting	1
13649	unafraid	2
13650	bluntly	2
13651	gist	3
13652	journeys	1
13653	hungarian	2
13654	deregulated	1
13655	unsuccessfully	1
13656	rifle'	1
13657	haley	1
13658	lizard	2
13659	putrid	1
13660	milder	2
13661	limber	1
13662	faked	2
13663	pineapple	2
13664	cordoned	1
13665	sketching	1
13666	cannibals	1
13667	outsourced	1
13668	prompted	1
13669	definition	1
13670	beverages	2
13671	panda	2
13672	ac	2
13673	prospering	1
13674	dice	2
13675	lullaby	1
13676	televisions	1
13677	wrongfully	1
13678	ambiguous	1
13679	translators	3
13680	specialize	2
13681	pizzaro	1
13682	forum	1
13683	trimmed	2
13684	freezer'	1
13685	dared	1
13686	quotes	3
13687	ladybug	1
13688	deepens	1
13689	fished	1
13690	unenthusiastic	1
13691	smirk	1
13692	colonists	1
13693	bartered	1
13694	tufts	1
13695	ethics	2
13696	aloof	2
13697	ladle	1
13698	roulette	2
13699	1791	1
13700	faints	1
13701	invade	1
13702	throat'	1
13703	molehills	1
13704	substituted	2
13705	horrendous	2
13706	consumes	2
13707	bequeathed	1
13708	bolts	1
13709	canoed	1
13710	sympathized	1
13711	coherent	2
13712	drown	3
13713	rambling	1
13714	achieving	1
13715	flickered	1
13716	reborn	3
13717	intruded	1
13718	shirtless	1
13719	waddle	1
13720	day-to-day	1
13721	tokens	1
13722	backfire	2
13723	attaching	1
13724	similarities	2
13725	reconsidering	1
13726	firearms	2
13727	exportation	1
13728	taj	1
13729	mahal	1
13730	recite	2
13731	clash	1
13732	consoled	1
13733	418	1
13734	twenty-fifth	2
13735	linen	2
13736	progressive	1
13737	cunning	1
13738	overhead	2
13739	911	1
13740	cleveland	1
13741	co2	1
13742	perspiring	1
13743	abruptly	1
13744	groaned	4
13745	attorneys	1
13746	merger	2
13747	hazardous	1
13748	spar	1
13749	tv'	1
13750	fanatics	2
13751	appendix	3
13752	cm	2
13753	brand-new	2
13754	bode	2
13755	broth	1
13756	vast	2
13757	downcast	1
13758	pro	3
13759	smartphone	2
13760	processor	1
13761	condescending	1
13762	late-term	1
13763	abortions	1
13764	wallflower	1
13765	ally	2
13766	unrelenting	1
13767	alleviate	1
13768	techno	1
13769	dumbstruck	1
13770	grownups	1
13771	thumbnail	1
13772	centered	1
13773	admitting	2
13774	puppies	2
13775	brunch	1
13776	hard-hearted	1
13777	afternoon'	2
13778	safest	2
13779	affirmed	1
13780	conch	1
13781	rwandan	1
13782	kigali	1
13783	expedited	1
13784	delays	1
13785	spatter	1
13786	determining	1
13787	gulp	1
13788	rowdy	1
13789	conducts	2
13790	pruned	1
13791	ducks	1
13792	harnessed	1
13793	pickpocketed	2
13794	harbors	1
13795	deep-seated	1
13796	resentment	1
13797	dutch	3
13798	astronomer	1
13799	spice	1
13800	proudest	1
13801	manufactured	1
13802	quarreled	1
13803	restricted	1
13804	myopia	1
13805	scent	1
13806	filming	1
13807	undermine	1
13808	sweethearts	1
13809	socially	1
13810	bullying	2
13811	diego	1
13812	windowsill	1
13813	billionaire	2
13814	stinging	1
13815	awaken	1
13816	legend	3
13817	flaxseed	1
13818	healthiest	1
13819	crib	1
13820	pacifier	1
13821	texans	1
13822	socialize	1
13823	robe	2
13824	ping	1
13825	pong	1
13826	quickening	1
13827	grandkids	1
13828	hydrotherapy	1
13829	unprecedented	1
13830	citizenship	3
13831	brew	1
13832	hundredth	2
13833	laboratory	2
13834	scoop	1
13835	sweaty	2
13836	researchers	1
13837	schoolroom	1
13838	ceo	2
13839	cavity	1
13840	hr	1
13841	procedures	2
13842	await	2
13843	ogai	1
13844	frictions	1
13845	easing	1
13846	scalawags	1
13847	recordings	1
13848	beethoven'	1
13849	symphonies	3
13850	dark-skinned	1
13851	koalas	2
13852	kangaroos	2
13853	reacting	1
13854	intercepted	1
13855	texted	4
13856	pickles	1
13857	1860	2
13858	depicted	1
13859	almond-shaped	1
13860	exhibits	1
13861	feeling'	1
13862	thirty-four	1
13863	number'	1
13864	2006	1
13865	stitch	2
13866	conformed	1
13867	beast	1
13868	paperbacks	1
13869	cardigan	2
13870	glitters	1
13871	leveled	1
13872	deathbed	1
13873	self-evident	1
13874	piled	1
13875	tucson	1
13876	louisiana	1
13877	distanced	1
13878	crossbow	1
13879	endeavor	2
13880	towada	1
13881	coronavirus	1
13882	french-hebrew	1
13883	sixty-nine	1
13884	38	1
13885	2015	1
13886	gosh	1
13887	rio'	1
13888	carnival	1
13889	mowed	2
13890	vacuum-sealed	1
13891	ads	1
13892	1610	1
13893	felled	1
13894	bulky	1
13895	exhaust	1
13896	ecological	1
13897	stocking	1
13898	warranted	1
13899	heartbeat	1
13900	gallery	3
13901	quash	1
13902	vaccinated	1
13903	sorority	1
13904	subpoenaed	1
13905	substances	2
13906	chlorine	1
13907	huh	1
13908	operator	3
13909	transmits	1
13910	glimpsed	1
13911	coughs	1
13912	prosecuted	1
13913	commutes	2
13914	patent	1
13915	blossomed	1
13916	devoured	1
13917	outline	2
13918	tinsel	1
13919	phoning	1
13920	taillight	2
13921	oldies	1
13922	assignments	1
13923	vigilante	1
13924	bypasses	1
13925	celebrity	4
13926	skateboards	1
13927	rollerblades	1
13928	circulation	2
13929	strep	1
13930	taxpayers	1
13931	nauseated	1
13932	carnations	1
13933	stab	2
13934	biochemist	1
13935	picture'	1
13936	atlas	1
13937	finalist	1
13938	jelly	1
13939	ibusuki	1
13940	adverse	1
13941	pouring	1
13942	catalog	1
13943	childishly	1
13944	doormat	1
13945	bloody	1
13946	coated	1
13947	grown-ups	1
13948	stag	1
13949	obsolete	1
13950	baited	1
13951	sexual	1
13952	harassment	1
13953	trembling	2
13954	shallower	1
13955	upriver	1
13956	rinky-dink	1
13957	swerved	1
13958	calf'	1
13959	carcass	1
13960	pennies	1
13961	hedge	1
13962	cherishes	1
13963	jumper	2
13964	cables	4
13965	drastically	2
13966	decrease	2
13967	tinkering	1
13968	forbade	1
13969	brayed	1
13970	hours'	1
13971	circulates	1
13972	lower-income	1
13973	cookbook	1
13974	recipes	1
13975	imaginable	1
13976	landslide	1
13977	ozone-depleting	1
13978	chemicals	1
13979	persistent	2
13980	frequency	2
13981	blotting	1
13982	uncertainty	1
13983	paw	1
13984	prints	1
13985	formerly	1
13986	microeconomics	1
13987	clapped	3
13988	either-or	1
13989	nhk	1
13990	parlor	1
13991	teapot	1
13992	speedy	1
13993	blackmailer	1
13994	quietened	1
13995	yawn	2
13996	hyphen	1
13997	nosebleed	2
13998	renting	1
13999	certificate	2
14000	90	1
14001	anabolic	1
14002	steroids	1
14003	vacation'	1
